voice day 1;voice day 2;voice day 3;voice day 4;voice day 5;voice day 6
208;137;68;196;77;141
5;2;2;3;4;0
0;18;15;13;11;16
0;0;5;1;0;0
239;190;191;101;173;111
23;62;7;43;52;84
0;0;3;0;0;0
4;8;14;2;9;8
47;30;44;1;64;171
5;120;8;17;15;10
293;522;380;436;276;366
2;0;3;3;3;1
616;672;895;490;684;722
2;0;5;0;0;1
27;4;14;13;8;244
211;315;137;155;141;226
28;8;6;3;52;9
22;32;22;0;28;46
1;4;1;2;7;1
1;3;2;3;1;1
157;284;356;213;268;203
22;18;11;8;23;7
107;100;35;24;28;93
73;7;80;16;54;32
290;379;544;236;662;355
942;1064;899;1248;1145;1123
13;1;0;0;0;0
0;240;19;15;2160;202
0;0;0;1;0;0
21;54;18;13;53;44
67;37;63;32;67;17
129;169;268;207;111;77
5;7;0;15;2898;5
41;92;51;58;96;123
14;24;4;47;40;20
44;27;76;73;80;52
0;0;0;0;0;0
0;2;1;0;0;1
1;1;1;1;1;1
513;793;441;659;873;880
3;1;2;1;1;2
0;5;0;33;1;29
42;34;3;8;25;41
2;4;12;6;10;10
95;58;225;142;49;197
1;1;1;1;1;1
17;3;6;20;8;2
71;97;61;121;238;115
38;20;5;11;7;22
6;5;21;9;6;12
301;260;150;230;195;191
4;3;1;1;1;0
225;144;436;350;112;289
57;93;32;117;64;40
131;57;222;146;100;258
79;135;134;160;53;50
1;1;1;0;1;1
308;343;297;322;227;239
8;17;23;19;32;16
292;472;187;470;559;287
2;2;5;2;4;2
780;322;778;977;541;841
753;246;550;577;527;566
2;1;1;2;1;2
7;12;3;6;5;4
1;1;0;0;0;0
0;22;0;1;1;1
3;5;3;1;2;2
12;11;2;2;0;0
111;21;264;59;54;100
12;102;99;36;79;59
182;146;169;309;192;277
1;2;14;1;3;0
37;63;20;46;22;44
41;71;104;126;67;82
11;0;4;3;6;5
18;34;31;45;73;67
149;97;188;260;215;370
448;309;381;138;213;431
352;318;373;337;159;341
220;81;280;227;149;237
0;0;6;0;1;7
9;56;19;15;11;15
1;1;1;0;2;1
1;4;0;3;0;7
6;5;2;7;6;2
49;82;188;193;80;66
525;652;320;434;848;428
823;601;485;576;387;420
49;9;58;92;38;59
398;504;198;302;568;418
305;204;256;350;327;122
4;1;14;3;4;12
49;120;20;14;36;88
125;87;157;75;128;169
2;11;11;3;2;2
30;33;27;30;11;17
4;8;14;5;3;4
887;466;1055;357;739;1206
2;0;0;1;1;0
1918;2078;1365;1694;1679;1961
1;1;1;1;1;1
10;1;14;6;0;0
43;50;51;55;76;120
1;8;1;0;7;39
103;145;253;194;112;60
38;32;51;41;29;42
55;97;96;109;66;162
8;44;32;12;7;16
1;1;1;1;1;1
1;18;1;7;9;7
0;0;0;1;2;2
2;7;2;11;4;4
13;14;5;70;8;11
1;1;1;1;21;1
27;16;11;0;26;2
136;112;3;41;52;106
905;926;1202;953;523;1384
2;1;6;1;2;0
544;318;631;375;373;409
77;132;49;133;85;101
6;0;0;0;5;0
915;1533;980;1221;1133;1363
15;8;14;8;19;7
360;166;586;250;272;273
24;44;24;49;37;12
10;7;9;10;26;8
12;10;6;7;12;7
95;196;49;16;2;17
0;13;4;30;200;0
5;5;6;3;4;3
207;68;255;81;189;108
682;476;531;557;515;611
424;457;424;375;639;468
4;4;7;4;7;6
4;6;15;80;16;22
40;60;41;2;99;8
2;2;2;2;2;2
1479;1162;1235;1266;1318;1417
3;0;2;1;3;2
47;69;45;52;42;26
169;353;198;178;249;158
0;4;1;3;1;3
130;54;91;69;96;128
21;23;22;9;8;12
1;4;2;2;7;2
1;7;0;10;4;2187
1;2;3;2;3;3
259;259;193;442;271;216
6;5;8;9;3;7
239;341;313;383;316;412
279;224;299;159;302;159
754;429;647;551;610;861
6;1;9;7;6;12
130;142;102;138;219;188
136;86;293;118;190;81
11;15;0;4;4;5
2031;1220;1666;1673;1781;1281
235;36;12;44;28;28
0;5;0;1;0;0
59;26;51;20;14;2
707;577;1002;824;1077;705
14;4;23;3;8;17
414;516;577;422;587;786
149;153;107;178;150;86
1;1;1;1;1;2
24;37;52;50;54;54
2;1;1;2;1;2
1;1;0;0;0;2
6;11;16;27;8;58
18;40;6;17;7;12
12;4;2;10;7;4
3;6;3;1;3;2
25;7;4;12;18;11
3;2;3;2;3;1
202;148;205;242;256;241
30;58;129;17;11;48
15;27;13;74;28;26
432;442;441;533;722;0
475;391;149;193;419;277
9;24;21;39;34;13
21;21;3;17;30;9
21;23;44;17;16;1
7;9;5;1;1;3
203;633;437;303;277;308
4;25;7;3;12;12
90;195;224;156;427;61
1;1;0;1;1;1
118;135;135;71;68;253
48;58;76;117;17;83
393;0;1;2;2;0
7;3;4;4;3;5
0;2;1;2;1;3
1;1;1;1;1;1
154;111;143;155;297;158
26;29;13;38;19;3
95;37;22;64;7;44
50;96;63;110;28;29
2;11;20;26;8;24
26;10;20;23;13;5
4;3;0;9;5;1
76;183;34;47;77;62
1;0;23;0;0;6
17;9;1;6;33;0
29;36;0;2;16;5
1035;1416;1200;1135;1272;1361
1;1;1;1;1;1
192;143;171;232;207;140
1;0;0;1;1;0
1;2;3;2;3;6
1;1;1;1;1;1
233;293;525;547;579;514
141;212;272;149;73;176
3;2;1;6;5;4
350;490;660;598;314;546
375;528;663;313;462;682
5;5;3;2;0;2
18;3;13;4;18;22
102;124;64;56;71;52
0;0;0;0;1;0
13;14;19;13;45;26
72;216;260;105;182;292
328;43;33;59;52;27
13;34;17;11;27;13
3;3;3;6;5;2
3;1;11;0;1;2
366;377;352;420;259;239
5;3;8;11;7;1
0;10;9;2;2;2
1277;947;1033;1156;1104;969
3753;2691;3458;3324;2950;3380
109;112;179;80;148;186
14;10;23;2;9;2
25;10;11;32;39;28
168;68;133;55;56;187
5;11;1;0;0;1
0;5;5;5;3;5
52;51;8;10;36;33
6;14;18;7;4;17
316;202;245;271;265;80
1156;1482;816;945;1123;1128
10;1;1;7;5;11
19;19;22;9;48;22
15;32;39;30;19;40
4;1;2;4;2;5
0;0;0;4;0;0
89;151;70;75;93;59
46;21;20;13;39;37
1100;934;1113;1462;1024;976
26;27;41;6;25;36
38;52;53;50;11;72
6;9;12;14;8;13
0;1;0;3;2;0
1;4;2;3;3;1
4;11;17;1;5;7
10;28;33;63;44;24
28;3;2;1;4;0
92;83;89;129;163;141
1;4;1;2;0;1
590;396;428;355;300;333
17;22;4;33;6;9
144;171;137;75;83;96
115;90;226;10;107;99
275;278;274;405;360;368
1538;1757;1692;1872;1733;1994
30;22;38;48;37;4
22;11;13;21;14;51
6;2;3;1;0;1
6;8;3;2;2;3
31;20;14;7;12;21
71;31;6;143;136;114
38;48;82;18;51;75
0;1;1;0;2;4
39;20;18;34;45;8
5;7;5;2;13;14
38;40;7;5;17;16
65;4;4;4;252;29
23;8;36;1;9;19
9;23;23;23;3;15
0;1;0;2;1;0
0;1;2;1;1;0
11;21;1;9;7;24
0;0;0;0;0;0
341;343;310;431;343;403
108;107;74;118;150;118
465;505;504;338;618;423
97;56;286;170;138;186
7;35;11;11;34;27
251;245;245;211;378;395
0;1;0;1;0;1
86;31;6;13;17;170
0;0;1;0;0;1
424;511;678;572;451;449
16;4;10;8;6;7
13;0;1;5;1;7
4;5;1;7;8;3
28;26;25;60;33;40
73;55;101;47;35;21
64;9;27;13;21;18
38;46;5;60;107;81
531;289;490;297;310;526
8;42;6;2;17;18
605;1096;948;440;620;688
29;16;68;12;24;27
158;151;91;40;78;76
1;1;1;1;1;1
9;12;39;1;4;28
182;281;289;222;361;129
237;176;246;343;98;69
4;4;2;4;2;10
102;203;216;276;231;172
1967;1882;1621;1597;2210;2224
299;176;169;368;346;139
17;12;6;11;9;8
2;8;2;3;7;68
911;343;489;479;598;524
48;31;25;60;46;37
8;9;4;1;5;8
4;8;20;25;22;23
541;531;555;599;270;579
1474;2043;2570;1575;1561;1652
21;29;33;35;5;14
161;149;75;142;57;53
4;15;16;14;7;17
107;93;179;154;161;133
232;72;40;133;79;159
251;40;171;97;178;43
818;256;883;659;595;436
1;1;1;1;1;1
769;972;626;614;875;719
17;15;15;30;8;6
65;39;109;52;72;82
1;12;0;0;1;16
60;11;28;26;27;73
19;28;17;25;12;13
56;45;95;104;40;62
11;12;1;2;3;2
34;21;19;9;17;29
156;162;179;151;154;95
40;56;60;64;31;51
0;0;1;0;1;1
1;12;1;1;1;7
835;1211;584;1002;583;868
1;1;0;0;1;1
12;10;8;21;26;10
1;1;1;2;1;2
2;1;5;1;11;0
13;8;31;4;6;13
1;0;0;1;0;0
7;58;34;26;47;13
1;1;1;0;0;1
4;1;2;5;4;0
204;114;103;123;21;102
3;8;9;1;0;1
289;210;109;330;153;94
76;3;262;4;7;42
2;1;1;1;1;0
0;0;0;2;9;3
1;5;1;4;1;2
16;5;6;44;23;13
25;25;46;13;33;52
7;3;14;0;11;71
30;16;85;79;91;82
1446;1655;1733;1898;1715;2141
3;6;12;1;10;8
75;153;110;117;190;128
1;1;1;1;1;1
454;333;441;342;251;438
2;0;5;16;6;2
30;43;39;46;52;53
7;3;0;9;0;0
4;17;20;15;13;29
1;0;1;1;1;1
2;3;5;8;2;2
78;8;122;62;167;47
11;16;5;11;24;6
365;546;473;483;555;328
63;100;47;67;24;28
0;1;1;1;1;0
34;4;134;32;11;9
21;10;31;12;34;19
197;123;161;69;260;154
1;1;2;1;1;2
24;37;54;42;103;26
4;2;1;0;1;2
322;383;370;587;509;433
0;1;0;0;0;0
1;1;0;1;1;1
5;0;6;0;3;0
115;219;409;101;210;247
20;50;28;32;0;55
8;13;22;4;16;6
7;3;13;6;3;5
210;401;220;233;179;277
10;16;27;17;38;22
1;3;3;2;3;1
2;3;6;4;5;6
2;0;0;0;1;0
174;83;139;149;126;111
12;18;10;13;0;3
150;164;28;124;101;250
1;1;1;1;1;1
752;591;419;231;392;723
5;5;5;11;4;2
14;3;23;5;3;7
53;26;18;13;24;17
40;99;66;36;44;73
89;31;16;49;67;80
4;14;10;6;9;9
27;6;6;8;6;6
8;3;8;0;2;5
0;34;0;3;0;1
8;2;23;36;2;12
0;0;1;1;1;0
357;438;285;334;540;552
17;12;25;6;6;3
6790;92;361;137;172;118
9;123;31;45;43;72
42;41;57;24;107;18
9;15;5;5;27;7
1;12;9;23;17;11
20;1;198;0;113;2
7;11;3;17;11;1
39;126;50;61;65;70
10;0;0;6;0;6
1;0;1;1;2;1
18;15;5;11;3;4
133;172;373;214;323;494
1896;1475;1523;1517;1773;1345
1;1;1;1;1;1
402;286;314;235;261;192
76;149;48;75;52;141
10;13;11;8;8;16
32;11;16;22;10;28
261;321;278;220;123;171
85;92;79;91;181;163
829;751;1342;769;1015;944
46;18;3;104;62;6042
30;43;24;77;37;38
27;37;27;7;23;26
251;89;239;152;265;180
2;1;0;1;0;7
19;28;18;1;3;14
126;157;74;34;27;58
2914;2274;2648;2784;3358;3927
151;55;196;88;130;132
0;0;1;1;0;0
35;18;32;63;88;42
4;10;4;6;3;4
0;1;0;0;0;3
12;5;28;9;6;28
7;2;2;4;4;4
100;6;100;109;103;88
196;107;103;44;56;68
5;5;4;9;14;4
35;21;22;9;8;17
691;407;240;315;470;502
276;149;232;187;259;204
1395;1212;1561;1194;1107;1605
2;3;2;2;1;3
1;2;0;2;4;12
2;1;3;2;2;4
58;111;64;177;78;87
0;0;2;1;0;0
0;1;1;1;1;1
97;78;79;34;25;78
3912;5077;3436;3929;4625;3881
0;0;1;0;1;0
17;12;11;22;3;20
6;5;3;8;4;9
0;3;3;1;0;0
1;1;1;1;2;2
1;0;2;2;20;28
471;385;217;306;390;286
1;1;1;1;1;1
831;1061;1087;1013;579;805
21;25;82;88;195;72
1;4;1;2;1;0
225;365;168;271;174;455
105;200;111;171;119;130
290;375;358;243;251;184
493;502;299;496;504;749
11;11;1;6;12;85
0;0;1;8;0;1
2;0;0;1;0;0
376;344;300;278;244;341
100;33;17;63;89;12
34;26;51;35;59;32
3;0;7;9;6;0
0;1;1;0;1;0
792;799;1105;758;458;686
138;83;178;214;62;1455
35;60;63;9;16;23
67;26;65;13;20;23
8;10;19;3;19;25
22;24;8;25;7;30
119;85;61;55;70;108
9;1;3;1;5;0
1371;1438;1530;1635;1174;1562
0;2;0;0;2;0
1;1;1;1;1;1
19;58;20;35;23;75
347;426;327;372;380;254
17;1;9;19;15;2
133;93;88;133;106;126
1084;923;802;899;830;853
11;71;146;11;6;77
14;9;11;0;16;3
0;4;0;0;8;0
16;33;25;20;5;6
1;1;4;0;0;1
11;2;4;4;6;17
401;648;286;484;527;290
13;63;0;5;86;1
1;3;6;4;3;2
18;12;44;49;41;46
4;4;1;4;10;4
219;259;209;164;352;197
93;160;119;141;64;148
27;42;45;3;16;39
66;31;67;25;30;43
1;1;1;1;1;1
1;1;1;1;1;1
102;242;226;194;399;287
16;14;45;19;51;22
0;0;1;3;4;1
204;112;38;170;123;176
2243;1724;1477;2258;2185;2071
4;8;0;0;0;0
2;1;0;0;0;1
146;113;97;34;281;69
280;443;371;189;247;224
2;1;3;1;1;1
5;1;1;2;2;1
112;36;141;63;41;45
111;235;0;106;2;88
4;1;3;8;11;3
11;25;37;8;37;11
2;2;1;2;2;1
0;0;1;1;2;0
2;2;4;1;2;1
3;6;21;7;9;17
10;1;7;1;1;2
122;157;115;86;88;214
2;8;5;4;3;2
181;121;210;206;203;73
2;1;1;2;2;1
10;0;10;3;7;11
109;131;83;31;39;88
9;16;100;26;18;43
21;39;141;30;10;28
3271;3435;3363;2882;2421;2996
9;21;5;6;7;0
20;68;235;35;8;30
17;11;0;2;14;9
9;16;0;24;25;59
0;0;0;1;3;6
70;43;28;10;33;83
30;17;43;38;43;52
64;124;79;84;48;56
0;0;0;0;0;2
1;1;1;1;1;1
393;304;295;552;463;530
210;182;211;65;208;83
1226;2003;1777;1325;1529;1488
58;62;72;33;55;68
479;473;265;567;597;458
349;155;244;187;400;209
49;79;72;53;87;15
38;84;48;73;99;6
7;14;16;5;4;15
174;233;375;127;225;241
1440;1360;959;837;1179;1251
480;573;686;518;750;474
50;103;93;43;82;63
1;0;29;4;10;8
370;116;134;52;121;49
107;16;157;162;13;29
1;0;0;0;2;0
63;48;54;24;70;60
0;0;0;0;10;2
5;96;24;18;258;5
465;628;505;373;258;479
0;4;7;24;13;11
201;236;222;251;331;235
3;6;5;3;3;4
107;94;112;86;87;68
220;106;168;119;150;175
0;0;0;1;3;1
13;115;25;4;5;16
211;71;56;124;104;51
6;7;5;6;5;6
90;138;82;175;188;77
1250;1207;1246;1517;1085;1021
2130;2433;2099;2522;2395;2371
644;255;375;304;349;449
0;1;0;0;0;1
60;43;28;52;86;39
2;5;6;0;6;1
0;0;5;4;3;0
28;18;24;17;24;20
2;7;5;1;3;0
33;31;125;94;40;19
6;21;6;8;21;16
2;125;1;71;6;7
2;4;2;2;3;2
306;430;457;540;334;289
16;3;34;14;18;10
20;21;41;24;13;7
1;1;1;2;1;3
3;12;14;4;20;30
930;897;634;655;1085;563
502;312;537;370;464;291
3;28;27;31;25;12
17;20;61;19;184;8
63;56;115;78;63;97
652;683;712;386;429;561
277;496;562;506;424;494
5;2;6;0;3;3
6;43;24;35;13;24
0;4;4;2;6;10
7;19;3;16;9;7
159;119;202;82;275;137
2;3;1;3;1;3
183;182;130;161;135;196
332;1381;392;268;384;425
6;0;0;0;3;0
1;1;1;1;1;1
23;27;106;68;22;65
679;469;571;533;506;448
841;1169;931;1038;732;995
5;8;1;0;4;3
2;24;7;5;0;25
265;252;148;337;129;368
5;7;5;0;1;0
0;0;1;1;7;0
11;2;7;1;0;10
248;257;166;313;202;338
265;282;346;624;322;550
23;9;8;3;9;5
631;596;1018;832;999;1176
3;4;3;1;2;8
0;1;1;0;1;2
2;3;4;5;3;1
2;1;1;1;2;4
1;1;13;0;1;11
2;4;4;3;5;6
138;77;130;71;181;213
120;72;109;190;138;97
2;1;1;2;1;1
83;199;104;121;153;109
0;1;0;0;1;1
2;3;1;0;4;0
23;25;12;25;13;6
3;4;58;19;11;4
35;66;34;49;33;41
261;175;305;239;159;136
403;370;411;598;599;374
241;163;194;99;75;271
60;39;87;131;50;8
1475;1488;1210;957;1348;1130
1;7;6;13;18;7
46;112;61;192;71;106
118;122;154;74;177;41
0;1;0;1;0;1
0;1;0;1;1;0
6;3;3;4;2;3
1;1;1;1;1;1
75;89;54;88;39;88
2;0;11;3;6;2
6;6;4;6;2;2
41;26;29;12;52;17
1;16;25;61;8;33
5;19;95;0;4;66
50;70;36;96;63;59
38;64;40;79;62;116
902;520;510;1197;724;959
4;5;3;6;10;7
4;2;8;6;5;1
41;25;4;77;33;18
573;441;609;490;857;539
5;0;1;4;0;7
699;616;695;523;708;580
9;9;2;5;1;0
348;474;410;331;359;501
647;1193;722;750;550;886
207;221;392;275;245;222
1;19;21;7;23;10
3;8;1;7;18;3
119;218;109;122;332;141
348;502;358;320;361;450
3;1;2;0;4;2
20;7;5;8;5;14
4;0;14;3;4;8
2;3;2;0;0;1
67;148;244;38;81;133
9;3;19;4;41;22
543;993;1110;598;926;933
1;6;6;1;5;7
9;4;28;7;1;36
3;1;3;3;5;1
16;79;58;61;41;82
143;221;264;266;242;213
455;110;193;375;430;627
16;17;18;40;23;8
174;117;114;58;124;241
256;136;1046;352;243;385
572;498;427;463;570;901
73;154;109;113;36;41
2;19;4;0;9;1
152;152;223;188;263;301
244;300;205;233;96;275
16;9;30;5;9;25
2;0;1;1;0;6
3;4;2;3;3;5
147;111;157;193;203;355
383;242;223;187;235;239
163;163;145;104;178;46
2;0;0;0;2;0
387;552;387;574;405;517
1;0;0;0;0;1
950;0;0;1;1;0
0;0;2;3;0;0
9;9;6;2;5;2
54;13;78;38;240;21
57;120;135;277;171;197
199;141;416;369;342;408
80;41;43;69;48;45
18;2;16;15;18;6
344;276;186;136;481;424
2;21;10;0;0;0
24;15;27;30;12;7
87;198;179;92;125;144
1;1;0;1;0;1
1348;1594;1336;1557;1507;1792
14;23;4;13;0;12
137;76;94;103;89;57
86;119;178;93;110;108
9;1;5;0;10;1
3884;3829;3816;4204;4681;5031
1;2;18;0;1;0
0;0;3;2;1;1
463;520;834;362;602;792
141;70;27;53;34;126
0;0;2;1;7;0
85;47;75;33;67;76
1;1;1;1;1;1
25;80;27;95;30;159
9;4;16;0;11;12
693;836;786;794;677;818
1;1;1;1;1;1
135;23;13;4;1;1641
52;53;45;34;49;54
358;370;434;253;500;159
2975;2132;3263;2827;2816;3271
38;51;42;48;74;31
70;94;72;53;45;89
147;1;5;0;36;1
18;32;31;46;18;40
2;2;2;2;1;1
976;1190;755;934;819;915
25;28;11;13;25;27
1;0;1;0;1;1
10;29;1;3;2;2
7;12;5;10;12;11
43;25;3;0;0;1
0;1;0;2;0;2
1;1;0;5;6;6
208;252;395;291;250;213
14;10;12;32;19;17
918;899;536;1003;645;550
7;3;4;0;0;6
1;7;1;4;1;1
52;48;22;38;61;21
0;0;0;2;0;3
2;1;2;2;3;1
27;71;25;13;0;16
2;56;1;0;0;1
59;120;205;142;88;94
13;7;9;5;9;10
1;1;1;1;1;1
0;11;9;0;6;1
34;158;82;49;100;54
121;3;13;89;8;153
1;2;2;14;11;15
0;1;4;1;0;1
661;1792;1277;1063;1105;1791
13;15;2;25;10;11
0;0;0;1;1;0
6;4;1;2;5;0
7;8;7;5;8;13
1465;1040;1287;1610;681;1122
17;12;7;40;21;17
14;15;13;7;11;23
3;2;3;3;1;1
14;5;18;3;6;6
138;197;188;158;223;335
0;0;0;2;1;0
22;41;7;19;40;51
236;276;296;351;224;169
3;22;2;71;58;11
23;19;46;14;27;41
2;0;24;1;0;3
152;148;105;143;174;171
5;3;7;7;10;15
1;0;0;2;11;8
414;293;284;448;395;250
252;105;64;86;132;166
1;1;1;2;1;2
6431;5148;5169;5180;5829;4971
1;2;8;5;1;1
213;146;297;269;215;297
161;120;125;261;147;288
2;5;3;3;1;2
525;665;768;717;609;185
40;22;29;26;70;20
35;116;177;40;142;86
3;0;5;2;4;3
0;0;2;4;0;0
9;73;50;28;17;25
58;37;13;13;42;22
32;14;44;15;58;47
64;88;87;38;59;41
851;1216;663;829;902;367
368;559;908;572;837;623
1;1;1;1;1;1
5;7;5;7;10;2
12;22;6;26;12;16
21;9;21;6;83;3
292;159;220;185;151;437
234;136;196;232;201;238
10;0;10;13;12;11
325;411;447;354;335;339
1;1;1;1;1;1
824;524;724;708;596;957
13;12;23;200;2;37
1;1;0;2;1;0
1;6;6;11;5;5
175;147;144;205;341;101
7;7;17;10;5;9
527;1263;890;697;846;1075
22;2;33;10;14;11
291;207;118;145;262;274
47;85;74;99;15;51
0;0;4;2;1;0
765;722;714;832;1074;951
7;9;16;11;10;2
596;484;505;208;643;556
31;46;71;20;62;26
544;794;278;414;661;395
432;523;800;518;271;393
2;7;12;7;3;2
0;2;6;0;0;3
3;1;3;2;30;13
498;450;444;313;367;251
100;0;0;1;1;1
0;1;0;0;0;3
20;17;52;30;36;20
0;1;1;1;0;1
7;8;5;2;3;17
3624;3710;4025;768;4749;3655
44;18;13;42;36;22
0;2;2;0;0;0
3;2;4;2;24;0
176;231;184;163;108;142
72;2;9;9;4;12
1;1;1;1;1;1
19;7;3;0;1;0
835;1026;917;1248;1068;916
1;3;1;3;7;5
26;20;12;14;33;18
63;30;60;24;47;31
1;1;1;1;1;1
660;479;612;504;478;470
30;15;8;0;12;37
20;33;31;41;15;49
0;1;3;1;0;0
7;5;3;2;0;14
1;0;0;1;1;0
1;1;0;1;0;1
68;62;48;52;30;31
16;41;21;21;4;19
595;721;841;820;467;648
931;929;750;936;1038;764
9;7;0;3;2;21
299;409;462;146;283;321
10;3;1;3;1;0
18;5;9;7;7;8
192;352;259;239;319;311
42;4;51;24;30;22
134;167;126;186;134;210
12;8;12;2;15;15
73;92;72;50;81;147
144;178;150;176;294;164
78;60;79;43;8;132
0;0;16;4;0;0
115;170;302;221;189;208
6;24;19;12;15;52
36;8;35;31;45;15
1;1;1;1;1;1
30;29;16;16;3;13
9;8;0;2;10;10
0;1;2;0;1;0
1;2;2;1;1;1
6;4;46;1;4;8
1;1;5;3;3;4
1;1;1;2;0;0
24;27;12;6;12;8
12;0;8;26;9;0
62;49;60;26;50;60
55;28;21;72;118;20
12;1;5;1;2;3
1;1;1;1;1;1
3;4;4;11;8;10
0;8;1;1;1;0
8;1;0;19;14;1
245;226;421;386;483;523
146;157;115;107;99;98
94;58;118;77;76;124
0;4;0;0;16;1
594;565;343;448;468;449
1;1;1;1;1;1
13;32;2;3;30;29
11;8;2;0;6;1
16;3;10;3;8;13
57;3;12;6;0;0
3973;4469;3755;4914;3889;4248
1;1;1;1;1;1
561;912;296;537;619;606
336;200;345;256;333;301
1762;1545;1255;1461;1538;1224
280;498;321;498;533;459
11;128;71;52;13;29
4;10;10;19;4;25
15;10;11;0;6;0
19;23;9;11;9;14
2;3;14;0;0;27
28;25;27;70;28;46
1214;895;1073;1560;811;1093
1434;1104;1041;975;1033;898
741;446;460;652;426;467
1;8;12;3;2;5
858;777;957;1332;840;961
2;1;3;5;4;2
7;17;13;16;5;17
282;269;333;333;420;293
4;1;8;3;4;15
6;5;2;3;5;6
67;82;36;110;42;41
1;5;3;20;8;424
1;7;8;3;5;6
0;1;0;2;1;0
47;118;126;121;175;137
265;109;220;108;93;188
56;36;28;80;42;20
32;26;34;17;25;48
7;26;21;21;17;56
2;1;1;2;1;1
2;0;1;0;1;0
6;8;9;3;27;9
10;15;4;12;8;12
15;1;0;9;19;7
391;371;265;667;555;747
2349;1928;1694;2118;1712;1892
120;86;108;171;172;101
3;2;3;4;2;2
69;12;53;9;80;26
2122;535;2882;2145;1866;1963
14;45;42;5;2;0
0;0;1;3;0;0
0;1;4;3;0;0
19;24;29;25;4;26
2823;236;241;499;689;452
303;526;395;362;345;567
82;126;64;43;124;179
540;935;795;595;755;579
96;144;83;176;55;152
139;69;181;180;173;145
2;1;0;0;0;0
12;1;9;6;6;11
2;3;2;1;1;2
0;0;1;0;1;0
64;13;33;617;21;27
1;1;0;1;1;1
0;0;2;0;6;0
52;44;58;64;95;96
1;2;1;2;3;2
1;8;8;5;5;7
20;53;41;20;31;6
1426;645;722;900;1284;1067
1;1;0;8;2;3
1;1;4;4;12;0
0;10;77;53;77;24
2;1;3;1;5;2
6;43;13;28;24;9
1;0;0;1;0;0
21;21;18;35;12;12
32;32;39;32;96;49
0;8;5;5;1;3
87;24;11;6;18;26
84;135;137;97;63;207
10;249;0;0;0;5
105;61;131;72;194;158
66;98;39;42;32;103
14;41;48;40;43;15
1748;1668;1843;1714;1292;1414
16;37;48;19;12;26
433;427;398;412;523;589
924;1139;892;1064;1106;1162
2;15;3;65;63;32
1;10;0;18;1;2
42;51;173;53;186;259
5;3;6;7;8;11
564;795;682;695;997;743
121;129;115;63;234;30
1;1;0;1;5;1
59;9;47;5;45;39
4;4;2;4;2;0
1585;1100;1559;1416;1233;941
3;0;1;0;0;2
54;65;53;57;51;52
238;133;186;70;113;57
790;600;597;585;582;384
205;383;275;282;392;328
39;46;74;24;118;57
0;2;0;1;0;1
110;191;193;191;135;137
2;8;13;5;9;3
3319;3007;3398;2988;1828;2041
20;41;5;44;31;41
0;1;1;2;3;2
34;40;3;52;11;18
2;1;4;2;0;2
14;10;10;20;17;7
47;16;106;50;127;49
2;1;1;2;1;1
339;87;179;91;215;314
184;180;254;226;204;102
44;32;51;1;22;31
105;22;96;17;51;75
1;31;0;37;73;16
0;1;1;1;3;0
189;30;114;186;238;117
3;9;1;7;4;4
3;2;0;5;1;2
228;231;187;115;177;228
0;0;0;4;0;0
27;103;107;58;36;35
2;0;4;0;0;0
362;417;287;219;201;455
0;0;1;2;0;0
1275;1856;1699;2022;1425;1193
64;13;23;57;24;41
48;37;89;4;75;106
1;3;3;0;13;5
64;74;18;24;158;14
1;0;1;1;1;1
20;8;5;9;12;9
23;21;35;51;16;76
1;1;2;1;1;2
36;3;0;7;31;1
107;145;280;300;186;197
0;0;34;2;4;0
19;19;21;26;22;42
209;341;308;236;240;290
70;38;56;83;56;46
23;11;1;1;10;2
0;0;1;1;0;0
24;3;15;7;5;10
120;140;281;241;381;254
203;115;202;83;149;68
1024;1324;1001;1119;1146;769
2;3;0;6;0;1
0;59;42;25;4;76
3096;3686;3681;4613;3499;3996
5;5;3;2;0;4
12;8;2;7;12;1
10;3;2;7;1;7
8;2;4;13;16;0
18;8;32;21;18;37
1;1;2;1;1;1
63;151;192;50;74;75
38;18;59;30;64;74
1;2;2;2;3;0
1525;2056;2161;1990;1885;2936
10;15;18;38;17;11
82;64;43;62;40;51
303;192;345;157;197;163
5;11;5;7;12;6
150;66;79;72;129;114
189;140;76;120;108;68
843;911;784;965;516;1037
2;2;2;2;1;1
8;16;3;8;12;20
2;0;1;1;0;0
135;1;14;23;13;1
3;3;1;8;4;1
529;281;269;222;415;316
9;6;23;12;14;9
584;267;402;308;372;474
10;12;13;5;20;119
212;322;361;369;548;322
140;58;8;117;90;137
0;3;5;2;4;0
215;224;157;160;53;354
304;408;405;667;342;324
105;42;40;144;60;74
1;1;1;1;1;1
87;88;84;96;18;71
1;1;1;1;1;1
23;14;26;7;6;13
162;220;227;159;255;338
4;6;2;3;4;2
326;242;344;334;130;396
0;0;0;2;0;0
322;179;169;382;402;342
11;24;13;33;8;34
3;1;2;2;1;2
613;451;450;632;681;673
4;12;0;4;0;1
36;29;23;8;52;3
411;521;284;285;352;324
1;10;3;6;2;2
395;550;534;425;458;491
531;531;617;813;816;324
4;6;9;7;15;9
1;1;3;2;2;1
13;19;10;19;64;18
11;29;20;15;23;15
320;472;276;467;327;499
3265;3081;2791;2915;3503;3778
64;118;209;38;112;57
45;4;24;3;57;14
106;78;97;16;102;31
2;1;2;3;3;3
6;15;18;26;8;5
9;6;4;1;4;3
